nome,codigo,preço
CABO P10/P10 CBO-7608,CBO-7608,"R$ 13,00"
CABO USB/HDMI CBO-7606,CBO-7606,"R$ 9,00"
CABO P2 X 2RCA CBO-7598,CBO-7598,"R$ 3,00"
ANTENA DIGITAL TV KV-327,KV-327,"R$ 18,00"
BARBEADOR INOVA KV-128,KV-128,"R$ 35,00"
ANTENA  INOVA CAR-7410,CAR-7410,"R$ 7,00"
MICROFONE LAVALIER NO:759,REF-759,"R$ 6,00"
CONTROLE UNIVERSAL P/AR KV-315,KV-315,"R$ 10,00"
BARBEADOR INOVA KV-129,KV-129,"R$ 30,00"
BARBEADOR INOVA KV-133,KV-133,"R$ 20,00"
CONTROLE VIDEO GAME CON-203Z,CON-203Z,"R$ 25,00"
MAQUINA PARA BARBEAR S-262,S-262,"R$ 50,00"
KV-283 CONTROLE DE VIDEO GAME,KV-283,"R$ 25,00"
MASSAGEADOR YJ-3923,YJ-3923,"R$ 8,00"
MOUSE USB INOVA MOU-20053,MOU-20053,"R$ 8,00"
MINI LIQUIDIFICADOR ALTOMEX HM-07,HM-07,"R$ 30,00"
SUPORTE MAGNÉTICO KV-108,KV-108,"R$ 10,00"
KIT DE CHAVES JL-1162,JL-1162,"R$ 10,00"
SUPORTE P/ CELULAR KAP-C119,KAP-C119,"R$ 20,00"
QUADRO DE BASE PARA LAPTOP C-122,C-122,"R$ 18,00"
GARRAFA DE AGUA WU-082,WU-082,"R$ 20,00"
CAR G-5098S CARREGADOR 3.1A V8 INOVA,CAR-5098S-3.1A V8,"R$ 9,00"
CAR G-5087 CARREGADOR USB INOVA V8 2.4A,CAR G-5087 V8 2.4A,"R$ 10,00"
CARREGADOR INOVA BLISTER IPHONE CAR-5181-A 3.1A,CAR-5181-A-IPHONE BLISTER,"R$ 10,50"
CARREGADOR INOVA 5.1A T-C CAR-9002 BLISTER,CAR-9002 5.1A BLISTER,"R$ 12,00"
CARREGADOR 5.1A V8 CAR-9002 INOVA,CAR-9002,"R$ 11,00"
CARREGADOR 3.1A TPC INOVA CAR-G5085,CAR-G5085,"R$ 9,50"
CAIXA DE SOM KAPBOM XERTMT (MENOR) KA-0021,KA-0021,"R$ 75,00"
CAIXA DE SOM KAPBOM XERTMT (MAIOR) KA-0022,KA-0022,"R$ 130,00"
CAIXA DE SOM BLUEETOOTH HY-1031,HY-1031,"R$ 110,00"
CAIXA DE SOM BLUEETOOTH HY-1115,HY-1115,"R$ 155,00"
CAIXA DE SOM BLUEETOOTH HY-4209,HY-4209,"R$ 90,00"
CAIXA DE SOM C/ LUMINARIA KAPBOM KA-8885,KA-8885,"R$ 90,00"
CAIXA DE SOM KAPBOM KA-8960,KA-8960,"R$ 150,00"
CARTÃO DE MEMORIA 4GB AL-MO-4,AL-MO-4  SD-4G,"R$ 14,00"
PENDRIVE ALTOMEX 32GB AL-U-32,AL-U-32 PENDRIVE 32GB,"R$ 22,00"
WALKIE TALKIE BF-777S,BF-777S,"R$ 110,00"
FONE DE OUVIDO HS330,HS330,"R$ 2,50"
HUMIDIFICADOR KAPBOM KA-2307,KA-2307,"R$ 58,00"
PENDRIVE MINI CHAVEIRO DE 32GB KV-251,KV-251,"R$ 22,00"
PENDRIVE MINI CHAVEIRO DE 64GB  KV-252,KV-252,"R$ 30,00"
LAM-12180 -  LUMINARIA RGB C/CAIXA DE SOM E CARREGADOR INDUCAO INOVA,LAM-12180,"R$ 75,00"
CARTÃO DE MEMORIA 4GB TF-CARD-8570,TF-CARD-8570,"R$ 14,00"
CARTÃO DE MEMORIA 8GB TF-CARD-8571,TF-CARD-8571,"R$ 15,00"
CARTÃO DE MEMORIA 16GB TF-CARD-8572,TF-CARD-8572,"R$ 17,00"
PENDRIVE INOVA 4GB UP-8566,UP-8566,"R$ 15,00"
PENDRIVE INOVA 8GB UP-8567,UP-8567,"R$ 16,00"
PENDRIVE INOVA 32GB UP-8569,UP-8569,"R$ 21,00"
PENDRIVE INOVA 32GB UP-12053,UP-12053,"R$ 22,00"
WALKIE TALKIE UV-5R,UV-5R,"R$ 140,00"
NO:M10 FONE BLUETOOTH,M10,"R$ 35,00"
NO:M20 FONE BLUETOOTH,M20,"R$ 35,00"
NO:M27 FONE BLUETOOTH,M27,"R$ 35,00"
NO:M30 FONE BLUETOOTH,M30,"R$ 35,00"
SUPORTE UNIVERSAL LE-065,LE-065,"R$ 35,00"
SUPORTE INOVA P/MOTO SPO-30056,SPO-30056,"R$ 22,00"
A-691 CAMPANHIA,A-691,"R$ 18,00"
BOMBA DE AR SK-068,BOMBA DE AR SK-068,"R$ 230,00"
ADAPTADOR BTMR-6315,BTMR-6315,"R$ 15,00"
CONTROLE SEM FIO PRA XBOX CON-8148,CON-8148,"R$ 100,00"
CR2032 PILHA DA VINCI,CR2032,"R$ 5,00"
CONVERSOR DIGITAL INOVA DIG- 7020,DIG-7020,"R$ 85,00"
FC 530 RADIO COMUNICADOR,FC 530,"R$ 100,00"
CHAPINHA INOVA HW-912,HW-912,"R$ 40,00"
KIT TECLADO E MOUSE KEY-8388,KEY-8388,"R$ 52,00"
MINI ASPIRADOR DE PÓ LE-MR69,LE-MR69,"R$ 35,00"
MINI KEYBOARD BACKLIT C/LED,MINI KEYBOARD BACKLIT,"R$ 15,00"
RADIO AUTOMOTIVO AM/FM MP3 PLAYER-5901,PLAYER-5901,"R$ 85,00"
BATERIA P/ CONTROLE X-BOX RA-003-2,RA-003-2,"R$ 17,00"
CAMPAINHA SEM FIO: SD-172A,SD-172A,"R$ 25,00"
CAMPAINHA SEM FIO: SD-174A,SD-174A,"R$ 25,00"
CAMERA DE SEGURANÇA CAM-7271,CAM-7271,"R$ 70,00"
CAMERA DE SEGURANÇA CAM7276,CAM-7276,"R$ 150,00"
MINI CAIXA P/ PC ALTOMEX AL-3083,AL-3083,"R$ 30,00"
MINI CAIXA P/ PC ALTOMEX AL-3085,AL-3085,"R$ 24,00"
MINI CAIXA P/ PC ALTOMEX AL-3087,AL-3087,"R$ 28,00"
MINI CAIXA P/ PC ALTOMEX AL-3091,AL-3091,"R$ 20,00"
MINI CAIXA P/ PC ALTOMEX AL-3092,AL-3092,"R$ 20,00"
MINI CAIXA P/ PC ALTOMEX AL-3093,AL-3093,"R$ 26,00"
MINI CAIXA P/ PC ALTOMEX D-008,D-008,"R$ 26,00"
CAIXA DE SOM PARA PC RAD-11007,RAD-11007,"R$ 45,00"
CAIXA DE SOM PARA PC RAD-11008,RAD-11008,"R$ 65,00"
P2-00221 CABO P2/RCA,P2-00221,"R$ 3,20"
PO-1 CABO DE FORÇA,PO-1,"R$ 5,00"
SUPORTE P/ AR ALTOMEX C-116,C-116,"R$ 7,00"
SUPORTE MAGNÉTICO ALTOMEX C-131,C-131,"R$ 5,00"
FITA ADESIVA TRANSPARENTE,FITA ADESIVA TRANSPARENTE,"R$ 15,00"
FITA ADESIVA AMARELA JZ-6944,JZ-6944,"R$ 13,00"
KA-1153 GAVETA PARA HD,KA-1153,"R$ 20,00"
KA-1155 GAVETA PARA HD,KA-1155,"R$ 20,00"
"SUPORTE DE TV 14"" ATÉ 55"" KV-328",KV-328,"R$ 40,00"
"SUPORTE TV 26"" ATÉ 63"" KV-329",KV-329,"R$ 30,00"
SUPORTE PARA CELULAR SPO-5908,SPO-5908,"R$ 16,00"
SUPORTE INOVA SPO-5938,SPO-5938,"R$ 15,00"
AB-10 -  CABO V8 1M ASTON,AB-10,"R$ 4,00"
CBO-12221 CABO TC-TC INOVA,CBO-12221,"R$ 6,50"
CABO USB CBO-20110,CBO-20110,"R$ 9,00"
CABO TUBETE CBO-20258 3M-V8,CBO-20258,"R$ 11,50"
CABO TUBETE CBO-20260 3M-IPHONE,CBO-20260,"R$ 12,30"
CBO-20289 CABO USB V8 1M,CBO-20289,"R$ 7,00"
CBO-20290 CABO USB INOVA TIPO C 1M,CBO-20290,"R$ 7,00"
CABO USB IPHONE 1M CBO-20291,CBO-20291,"R$ 8,00"
CABO TC-IPH CBO-30007,CBO-30007,"R$ 6,00"
CBO-5786 CABO TC -  TC,CBO-5786,"R$ 7,00"
CBO-5864 -  CABO TUBETE 2M T-C,CBO-5864,"R$ 8,00"
CBO-5995 CABO USB 2M V8,CBO-5995,"R$ 7,50"
CBO-5996 CABO USB INOVA 2M,CBO-5996,"R$ 8,00"
CBO-6011 CABO USB TIPO C 2M,CBO-6011,"R$ 7,00"
CBO-6012 CABO USB I6 INOVA 2M,CBO-6012,"R$ 7,00"
CBO-6013 CABO USB V8 3.4A  2M,CBO-6013,"R$ 6,50"
CBO-6045 CABO 3.4A 1M V8,CBO-6045,"R$ 9,00"
CBO-6046 CABO 3.4A 1M TPC,CBO-6046,"R$ 9,00"
CBO-6047 CABO 3.4A 1M IPHONE,CBO-6047,"R$ 9,00"
CBO-6086 CABO 3.4A TPC 1M,CBO-6086,"R$ 5,00"
CBO-6098 CABO USB I6 INOVA-2M,CBO-6098,"R$ 8,00"
CBO-7137 -  CABO OTG ADAPTADOR,CBO-7137,"R$ 6,50"
CBO-7382 -  CABO P2 X P2,CBO-7382,"R$ 3,50"
BA-CBO7511 CABO 3.4A IPH 2M,BA-CBO7511,"R$ 6,00"
BA-CBO7512 CABO 3.4A TPC 2M,BA-CBO7512,"R$ 6,00"
CBO-7564 CABO V8 BASIKE PRIME  1M,CBO-7564,"R$ 5,50"
CBO-7565 BASIKE PRIME TPC 1M,CBO-7565,"R$ 5,50"
CABO V8 1M CBO-7570,CBO-7570,"R$ 5,50"
CABO TPC 1M CBO-7571,CBO-7571,"R$ 5,50"
CABO IPH 1M CBO-7572,CBO-7572,"R$ 5,50"
CBO-9822-V8 1M  CABO USB DE SAQUINHO,CBO-9822,"R$ 3,00"
CBO-9825 CABO DE SAQUINHO TIPO C 1M,CBO-9825,"R$ 3,50"
CABO IPH 2M CBO-9862,CBO-9862,"R$ 8,00"
CABO USB PARA CELULAR  V8 25W FEMI-C28,FEMI-C28,"R$ 2,00"
KA-323-V8 CABO KAPBOM V8 TURBO 1M,KA-323-V8,"R$ 5,00"
KA-326-V8 CABO KAPBOM V8 4.8A,KA-326-V8,"R$ 4,80"
CABO TUBETE 1M V8 KV-001,KV-001,"R$ 5,00"
CABO V8 1M KV-094 (SAQUINHO),KV-094,"R$ 3,00"
CABO TPC 1M KV-095 (SAQUINHO),KV-095,"R$ 3,50"
VT-505A CABO IPH 1M,VT-505A,"R$ 3,50"
VT-505M CABO V8 1M,VT-505M,"R$ 3,00"
CABO KAPBOM IPH 4.8A 1M KAP-370-I6,KAP-370-I6,"R$ 4,20"
CARREGADOR TURBO CX VERMELHA V8 AL-7080-V8,AL-7080-V8,"R$ 12,00"
CARREGADOR TURBO ALTOMEX V8 AL-7081-V8,AL-7081-V8,"R$ 11,00"
BA-CAR-9011 CARREGADOR USB BASIKE 3.1A V8,BA-CAR-9011 V8 3.1A,"R$ 9,00"
CARREGADOR VEIC. T-C BASIKE BA-CAR0049,BA-CAR0048,"R$ 17,00"
CARREGADOR VEIC. T-C BASIKE BA-CAR0049,BA-CAR0049,"R$ 20,00"
BA-CAR5216 CARREGADOR BASIKE 3.1A,BA-CAR5216 3.1A,"R$ 9,00"
BA-CAR9013-AA  CARREGADOR BASIKE 3.1A V8 CABO PRESOC/ANATEL,BA-CAR9013 CABO PRESO,"R$ 9,00"
BA-CAR9021 CARREGADOR BASIKE V8 4.8A,BACAR-9021(4.8A),"R$ 12,80"
CAR-0094-TZ CARREGADOR INOVA COMPLETO TIPOC/I6,CAR-0094-TZ,"R$ 20,00"
CAR-3115-C CARREGADOR USB 3.1A TIPO C,CAR-3115-C 3.1A,"R$ 11,00"
CAR-3117F FONTE 2 USB 3.1A,CAR-3117 FONTE - 3.1A,"R$ 8,50"
CARREGADOR INOVA  3.1A TC CAR-3118-TC,CAR-3118-TC 3.1A,"R$ 11,00"
CAR-3138-TC-AA CARREGADOR RÁPIDO 40W,CAR-3138-TC-AA 40W,"R$ 20,00"
CAR-3160C CARREGADOR TIPO C 3.1A,CAR-3160C,"R$ 11,00"
CARREGADOR IPHONE CAR-3170A 4.8A,CAR-3170A 4.8A - I6,"R$ 11,50"
CAR-3175-TIPO C CARREGADOR 2USB 3.1A INOVA,CAR-3175-TC-3.1A,"R$ 12,00"
KIT VEICULAR 20W+25W IPH CAR-3224A,CAR-3224A,"R$ 15,00"
KIT VEICULAR 20W+25W TPC CAR-3224C,CAR-3224C,"R$ 15,00"
KIT VEICULAR 20W+25W V8 CAR-3224S,CAR-3224S,"R$ 15,00"
CAR-3305A CARREGADOR 5.1A IPH INOVA,CAR-3305A,"R$ 12,00"
CAR-3305C CARREGADOR 5.1A TPC INOVA,CAR-3305C,"R$ 12,00"
CAR-3305S CARREGADOR 5.1A V8 INOVA,CAR-3305S,"R$ 12,00"
CARREGADOR KIT TC-IPH CAR-3338TZ,CAR-3338TZ,"R$ 25,00"
CARREGADOR INOVA 5.1A TPC CAR-5221,CAR-5221-TIPO C,"R$ 11,00"
CAR-5268C-DD CARREGADOR INOVA 5.1A TPC,CAR-5268C-5.1A TIPO C,"R$ 13,50"
,,
CAR-8112 2.1A-V8 CARREGADOR USB DE SAQUINHO,CAR-8112,"R$ 8,50"
CARREGADOR V8 4.1A CAR-8237,CAR-8237,"R$ 10,00"
CARREGADOR DE SAQUINHO V8 CAR-8293,CAR-8293,"R$ 5,50"
CARREGADOR 3.1A V8  BASIKE CAR-9009(BASIKE),CAR-9009(BASIKE),"R$ 9,00"
CAR-9017 CARREGADOR 3.1A T-C INOVA CABO SOLTO,CAR-9017-TIPO C 3.1 CABO SOLTO,"R$ 9,00"
CARREGADOR 3.1A T-C BASIKE CAR-9017,CAR-9017,"R$ 13,50"
CAR-G5062A-I6 CARREGADOR INOVA 3.1A IPH,CAR-G5062A-I6,"R$ 13,00"
CAR-G5062S CARREGADOR INOVA 3.1A V8,CAR-G5062S,"R$ 9,00"
POWER BANK 10.000MAH KA-918,KA-918,"R$ 60,00"
POWER BANK 10.000MAH 3 EM 1 KA-956,KA-956,"R$ 47,00"
POWER BANK 10.000MAH 4 EM 1 KA-957,KA-957,"R$ 50,00"
POWER BANK KAPBOM KA-9705,KA-9705,"R$ 50,00"
CARREGADOR IPHONE  INOVA MKL-3117A-I6 3.1A,MKL-3117A-IPH 3.1A,"R$ 10,50"
MKL-3160A CARREGADOR IPH 3.1A (COLORIDO),MKL-3160A,"R$ 10,50"
MKL-3160S CARREGADOR V8 3.1A (COLORIDO),MKL-3160S,"R$ 10,00"
MKL-CAR-3117S-V8 CARREGADOR INOVA V8 COLORIDO 3.1A,MKL-CAR-3117S-V8 3.1A,"R$ 10,00"
CARREGADOR PORTÁTIL POW-8317,POW-8317,"R$ 33,00"
CARREGADOR TURBO CX TIPO C VERMELHA Z2-LS TC - TZ,Z2-LS TIPO C - TZ,"R$ 10,00"
CARREGADOR TURBO V8  CX VERMELHA Z2-V8-TZ,Z2-V8-TZ,"R$ 10,00"
FONE DE OUVIDO DA BASIKE BAFON-6747,BA-FON6747,"R$ 10,00"
FONE DE OUVIDO ALTOMEX F-070,F-070,"R$ 3,00"
FON-10031 -  FONE DE OUVIDO C/ MICROFONE,FON-10031,"R$ 3,00"
FON-2069D -  FONE DE OUVIDO,FON-2069D,"R$ 5,50"
FONE DE OUVIDO FON-30037,FON-30037,"R$ 13,00"
FON-30038 FONE DE OUVIDO P2,FON-30038,"R$ 10,00"
FON-30039 FONE DE OUVIDO TC,FON-30039,"R$ 13,00"
FONE DE OUVIDO FON-30040,FON-30040,"R$ 13,00"
FON-6711 -  FONE DE OUVIDO,FON-6711,"R$ 8,50"
FONE DE OUVIDO FON-6739,FON-6739,"R$ 12,00"
FONE DE OUVIDO FON-6749,FON-6749,"R$ 7,50"
FONE DE OUVIDO FON-6751,FON-6751,"R$ 6,00"
FONE DE OUVIDO FON-7500,FON-7500,"R$ 7,50"
FON-8510 -  FONE DE OUVIDO,FON-8510,"R$ 18,00"
FONE CAIXA ACRILICO EJ-I5,FONECXACRILICO,"R$ 3,50"
FONE DE OUVIDO KA-716,KA-716,"R$ 3,50"
ADAPTADOR T-C/ VGA,ADAPTADOR TIPOC VGA,"R$ 45,00"
LAMPADA LED KAP-1066,KAP-1066,"R$ 25,00"
LUMINARIA DE MESA LAM-8504,LAM-8504,"R$ 50,00"
MINI MICROFONE MIC-7427,MIC-7427,"R$ 40,00"
OTG V8 ADAPT,OTG V8 ADAPT,"R$ 5,00"
ADAPTADOR P2/Y ITEM NO: P2-1,P2-1,"R$ 3,00"
MASSAGEADOR YJ-3923,YJ-3923,"R$ 8,00"
C-020 SUPORTE DE CELULAR PARA  MOTO ALTOMEX,C-020,"R$ 20,00"
C-137 SUPORTE DE COMPUTADOR,C-137,"R$ 20,00"
COPO TÉRMICO CUP-12085/CUP-888,CUP-12085,"R$ 29,00"
SUPORTE REFRIGERADOR NOTEBOOK KA-818,KA-818,"R$ 12,00"
CAIXA DE SOM KAPBOM XTREEM3 KA-0030,KA-0030,"R$ 150,00"
RADIO INOVA KV-11205,KV-11205,"R$ 30,00"
RADIO INOVA KV-11210,KV-11210,"R$ 26,00"
KV-11215 RADIO INOVA,KV-11215,"R$ 70,00"
RAD-811021 MINI RÁDIO RESISTENTE A AGUA,RAD-811021,"R$ 40,00"
MINI RADIO KV-830025,KV-830025,"R$ 40,00"
KIT VEICULAR KV-G37S 3.4A V8,KV-G37S,"R$ 13,00"
RÁDIO BOLINHA RAD-11255,RAD-11255,"R$ 25,00"
MINI RÁDIO RESISTENTE Á AGUA RAD-20234,RAD-20234,"R$ 40,00"
MINI RADIO RAD-6780,RAD-6780,"R$ 25,00"
RADIO INOVA RAD-8629,RAD-8629,"R$ 30,00"
RADIO INOVA RAD-8669,RAD-8669,"R$ 33,00"
RADIO INOVA RAD-8675,RAD-8675,"R$ 25,00"
RADIO BASIKE RAD-8740,RAD-8740,"R$ 23,00"
FONE DE OUVIDO BASIKE BA-FON6667,BA-FON6667,"R$ 110,00"
FONE DE OUVIDO BASIKE BA-FON6689,BA-FON6689,"R$ 100,00"
FON-20420 FONE DE OUVIDO INOVA,FON-20420,"R$ 100,00"
FON-2201D -  FONE DE OUVIDO BLUETOOTH,FON-2201,"R$ 30,00"
FON-2247 -  FONE DE OUVIDO,FON-2247,"R$ 38,00"
FON-2307D -  FONE BLUETOOTH (BASIKE),FON-2307D,"R$ 27,00"
FON-6702 -  FONE DE OUVIDO KIVEE,FON-6702,"R$ 27,00"
FON-7432 -  FONE DE OUVIDO,FON-7432,"R$ 28,00"
FON-7516 FONE DE OUVIDO,FON-7516,"R$ 5,00"
FON-7517 FONE DE OUVIDO,FON-7517,"R$ 5,00"
FON-8611 -  FONE DE OUVIDO,FON-8611,"R$ 42,00"
FON-8619 FONE DE OUVIDO PARA PS4/ XONE,FON-8619,"R$ 38,00"
FONE DE OUVIDO FON-9808,FON-9808,"R$ 5,00"
FONE DE OUVIDO FON-9810,FON-9810,"R$ 5,00"
FONE DE OUVIDO FON-9828,FON-9828,"R$ 5,00"
FONE DE OUVIDO FON-9899,FON-9899,"R$ 5,00"
FONE DE OUVIDO FON-9900,FON-9900,"R$ 5,00"
FONE DE OUVIDO FON-9918,FON-9918,"R$ 5,00"
FONE DE OUVIDO FON-9919,FON-9919,"R$ 5,00"
FONE DE OUVIDO FON-9920,FON-9920,"R$ 5,00"
FONE DE OUVIDO FON-9921,FON-9921,"R$ 5,00"
FON-2202D -  FONE DE OUVIDO,FON-2202D,"R$ 30,00"
KA-B05 FONE DE OUVIDO KAPBOM,KA-B05,"R$ 28,00"
FON-8778 FONE DE OUVIDO INOVA,FON-8778,"R$ 40,00"
PEI-P714 FONE DE OUVIDO S/ FIO,PEI-P714,"R$ 60,00"
PEI-P818 FONE DE OUVIDO S/ FIO,PEI-P818,"R$ 50,00"
PEI-S502 CAIXA DE SOM BT,PEI-S502,"R$ 75,00"
PEI-S505 CAIXA DE SOM BT,PEI-S505,"R$ 130,00"
RADIO INOVA RAD-1063,RAD-1063,"R$ 80,00"
RADIO INOVA RAD-8621,RAD-8621,"R$ 30,00"
RADIO INOVA RAD-8657,RAD-8657,"R$ 70,00"
RADIO INOVA RAD-8665,RAD-8665,"R$ 40,00"
RADIO INOVA RAD-9024,RAD-9024,"R$ 30,00"
ADESIVO - 666,ADESIVO,"R$ 1,00"
SUPORTE UNIVERSAL PARA CELULAR : LE-010,LE-010,"R$ 20,00"
SUPORTE UNIVERSAL LE-065,LE-065,"R$ 35,00"
LE-066 SUPORTE PARA NOTBOOK OU TABLET,LE-066,"R$ 30,00"
PEI-PD002 CARREGADOR PD 20W,PEI-PD002,"R$ 18,00"
PEI-PD101-PD CARREGADOR PD 20W IPH,PEI-PD101-PD,"R$ 30,00"
WUP-379 POWER BANK 20.000MAH,WUP-379,"R$ 110,00"
MINI CAIXA DE SOM KV-9789,KV-9789,"R$ 90,00"
CENTRAL ELETRICA PORTATIL: MAX-0550,MAX-0550,"R$ 1.250,00"
PEI-S13V CABO USB V8,PEI-S13V V8,"R$ 5,00"
FONTE CAR-375Z 2 USB,CAR-375Z,"R$ 8,00"
POWER BANK EN-070/POW-1013,POW-1013,"R$ 18,00"
KIT DE CABOS 3 EM 1 AL-0388,AL-0388,"R$ 15,00"
ADAPTADOR Y PARA CELULAR G-002,G-002 ADAPTADOR Y,"R$ 4,00"
BA-CBO-7417 -  CABO USB V8 1M,BA-CBO-7417 ,"R$ 4,00"
EXTENSÃO BARRA 10 METROS FINO 2P BRASFLEX,10 METROS FINO,"R$ 16,00"
EXTENSÃO BARRA 10 METROS GROSSO 2P+P+T BRASFLEX,10 METROS G,"R$ 32,00"
EXTENSÃO BARRA 3 METROS GROSSO 2P+P+T BRASFLEX,3 METROS G,"R$ 14,00"
EXTENSÃO BARRA 5 METROS FINO 2P BRASFLEX,5 METROS FINO,"R$ 10,00"
EXTENSÃO BARRA 5 METROS GROSSO 2P+P+T BRASFLEX,5 METROS G,"R$ 17,00"
ADAPTADOR ALTOMEX AL-A155,AL-A155,"R$ 5,00"
ANTENA WIFI ALTOMEX AL-C818,AL-C818,"R$ 9,00"
BT-3401 LUMINÁRIA SPEAKER,BT-3401,"R$ 70,00"
CAR-20378 ADAPTADOR AC/DC 5V/2A,CAR-20378,"R$ 9,00"
PILHA AA CARTELA C/4 CELL-11055,CELL-11055,"R$ 5,00"
PILHA AAA CARTELA C/4 CELL-11056,CELL-11056,"R$ 5,00"
PILHA AAA CARTELA C/4 CELL-11058,CELL-11058,"R$ 7,00"
BATERIA 12V CARTELA C/5 CELL-11063,CELL-11063,"R$ 9,00"
BATERIA LR1130 CARTELA C/10 CELL-11067,CELL-11067,"R$ 5,00"
PILHA RECARREGAVÉL CELL-12078,CELL-12078,"R$ 20,00"
PILHA INOVA CELL-12079,CELL-12079,"R$ 20,00"
CARTELA DE PILHA SUNICA CR2016,CR2016,"R$ 5,00"
FILTRO DE LINHA ELETRO G2 3 TOMADAS,ELETRO G2 3 TOMATAS,"R$ 15,00"
FILTRO DE LINHA ELETRO G2 5 TOMADAS,ELETRO G2 5 TOMADAS,"R$ 20,00"
EXTENSÃO BARRA 3 METROS FINO 2P BRASFLEX,EXTENSÃO BARRA 3,"R$ 9,00"
G11 LUMINÁRIA SPEAKER,G11,"R$ 75,00"
HM-2307 LUMINÁRIA SPEAKER,HM-2307,"R$ 80,00"
STOP WATCH CRONÔMETRO  KA-1156,KA-1156,"R$ 10,00"
CARREGADOR DE PILHA KA-1160,KA-1160,"R$ 20,00"
LE-1812 - NIVEL A LASER COM 5 LINHAS,LE-1812,"R$ 240,00"
CHAVE DE FENDA TESTE DE TENSAO LE-1948,LE-1948,"R$ 5,50"
PARAFUSADEIRA FURADEIRA BI-VOLT 12V LE-1968,LE-1968,"R$ 160,00"
LE-1991 - CAIXA DE FERRAMENTAS 12 PECAS,LE-1991,"R$ 40,00"
LE-1992 - CAIXA DE FERRAMENTAS 10 PECAS,LE-1992,"R$ 75,00"
RELÓGIO DE MESA DIGITAL LE-2138,LE-2138,"R$ 50,00"
PAQUIMETRO DIGITAL LE-6002,LE-6002,"R$ 20,00"
MÁQUINA DE BARBEAR MAQ-002,MAQ-002,"R$ 18,00"
CONTROLE REM-8027 (TV TUBO CCE),REM-8027,"R$ 3,00"
CONTROLE REM-8034 (DVD BRITANIA),REM-8034,"R$ 3,50"
CONTROLE REM-8036 (DVD LG),REM-8036,"R$ 3,00"
CONTROLE REM-8077 (AR C. SAMSUNG),REM-8077,"R$ 10,00"
REPETIDOR WIFI ROU-6002,ROU-6002,"R$ 43,00"
EXTENSÃO SL7003,SL7003,"R$ 15,00"
EXTENSÃO SL7013,SL7013,"R$ 14,00"
EXTENSÃO SL7113,SL7113,"R$ 13,00"
"LOUSA MAGICA 10"" SXB-12170",SXB-12170,"R$ 15,00"
FITA DE LED FOYU TB-0504,TB-0504,"R$ 35,00"
ADAPTADOR DUPLO IPH ZJT-30060,ZJT-30060,"R$ 14,00"
ADAPTADOR IPH ZJT-30065,ZJT-30065,"R$ 10,00"
ADAPTADOR T-C ZJT-30066,ZJT-30066,"R$ 9,00"
ADAPTADOR VGA2HDMI ZJT-50002,ZJT-50002,"R$ 15,00"
ADAPTADOR VGA2AV ZJT-50005,ZJT-50005,"R$ 22,00"
ADPTADOR HDMI2AV ZJT-50008,ZJT-50008,"R$ 35,00"
CAPA DE FONE DE OUVIDO,CAPA DE FONE DE OUVIDO,"R$ 7,00"
ARMA DE FOGO OU MASSARICO KA-1973,KA-1973,"R$ 15,00"
TRAVA DE SEGURANÇA KA-5710,KA-5710,"R$ 16,00"
TRAVA DE SEGURANÇA KA-5712,KA-5712,"R$ 22,00"
TRAVA DE SEGURANÇA KA-5713,KA-5713,"R$ 22,00"
CAPA D'AGUA KV-292,KV-292,"R$ 5,50"
LE-1816 - TESOURA INFANTIL,LE-1816,"R$ 3,50"
LE-1843 - VENTOSA DUPLA,LE-1843,"R$ 38,00"
LE-1963 - ALICATE (AMPERIMETRO DIGITAL),LE-1963,"R$ 30,00"
LE-1993 - CONJUNTO CHAVE CATRACA,LE-1993,"R$ 37,00"
LE-6102 - MUNHEQUEIRA COMPRESSAO ORTOPEDICA COM FAIXA,LE-6102,"R$ 12,00"
LE-6103 - COTOVELEIRA DE COMPRESSAO ORTOPEDICA COM FAIXA DUPLA,LE-6103,"R$ 15,00"
LE-6104 - JOELHEIRA DE COMPRESSÃO ORTOPEDICA COM FAIXA DUPLA,LE-6104,"R$ 15,00"
LE-6105 - TORNOZELEIRA DE COMPRESSÃO ORTOPEDICA COM FAIXA DUPLA,LE-6105,"R$ 12,00"
LE-6106 - MEIA DE COMPRESSÃO ORTOPEDICA,LE-6106,"R$ 17,00"
PULSEIRA 38/40/42/44MM,PULSEIRA 38,"R$ 8,00"
PULSEIRA DE SILICONE/ FECHO MAGNETICO,PULSEIRA,"R$ 15,00"
GARRAFA DE AGUA 1L WU-031,WU-031,"R$ 14,00"
WU-052 GARRAFA TERMICA,WU-052,"R$ 32,00"
WU-081 CANECA DE CERVEJA,WU-081,"R$ 20,00"
WU-083 GARRAFA TERMICA,WU-083,"R$ 38,00"
WU-089 GARRAFA TERMICA,WU-089,"R$ 32,00"
WU-096 GARRAFA TERMICA,WU-096,"R$ 38,00"
WU-103 GARRAFA TERMICA,WU-103,"R$ 38,00"
WU-111 GARRAFA TERMICA,WU-111,"R$ 36,00"
WU-114 GARRAFA TERMICA,WU-114,"R$ 38,00"
WU-115 GARRAFA TERMICA,WU-115,"R$ 25,00"
WU-124 GARRAFA TERMICA,WU-124,"R$ 22,00"
WU-136 JOGO DE FERRAMENTAS,WU-136,"R$ 20,00"
CHAVEIRO YSK-12134,YSK-12134,"R$ 7,00"
CHAVEIRO YSK-12135,YSK-12135,"R$ 7,00"
